month,geo,sex,age,value,geo_label,sex_label,age_label
2023-03,EL,M,TOTAL,8.5,Greece,Males,Total (16 to 74 years)
2023-03,EL,T,TOTAL,11.4,Greece,Total,Total (16 to 74 years)
2023-03,ES,F,TOTAL,14.4,Spain,Females,Total (16 to 74 years)
2023-03,ES,M,TOTAL,10.9,Spain,Males,Total (16 to 74 years)
2023-03,ES,T,TOTAL,12.5,Spain,Total,Total (16 to 74 years)
2023-03,EU27,F,TOTAL,6.3,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2023-03,EU27,M,TOTAL,5.8,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2023-03,EU27,T,TOTAL,6.0,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2023-03,FR,F,TOTAL,6.9,France,Females,Total (16 to 74 years)
2023-03,FR,M,TOTAL,7.3,France,Males,Total (16 to 74 years)
2023-03,FR,T,TOTAL,7.1,France,Total,Total (16 to 74 years)
2023-03,IT,F,TOTAL,8.9,Italy,Females,Total (16 to 74 years)
2023-03,IT,M,TOTAL,7.1,Italy,Males,Total (16 to 74 years)
2023-03,IT,T,TOTAL,7.9,Italy,Total,Total (16 to 74 years)
2023-03,NL,F,TOTAL,3.9,Netherlands,Females,Total (16 to 74 years)
2023-03,NL,M,TOTAL,3.3,Netherlands,Males,Total (16 to 74 years)
2023-03,NL,T,TOTAL,3.5,Netherlands,Total,Total (16 to 74 years)
2023-03,PL,F,TOTAL,2.6,Poland,Females,Total (16 to 74 years)
2023-03,PL,M,TOTAL,2.7,Poland,Males,Total (16 to 74 years)
2023-03,PL,T,TOTAL,2.7,Poland,Total,Total (16 to 74 years)
2023-03,SE,F,TOTAL,7.2,Sweden,Females,Total (16 to 74 years)
2023-03,SE,M,TOTAL,7.2,Sweden,Males,Total (16 to 74 years)
2023-03,SE,T,TOTAL,7.2,Sweden,Total,Total (16 to 74 years)
2023-04,DE,F,TOTAL,2.7,Germany,Females,Total (16 to 74 years)
2023-04,DE,M,TOTAL,3.2,Germany,Males,Total (16 to 74 years)
2023-04,DE,T,TOTAL,3.0,Germany,Total,Total (16 to 74 years)
2023-04,EL,F,TOTAL,14.9,Greece,Females,Total (16 to 74 years)
2023-04,EL,M,TOTAL,8.6,Greece,Males,Total (16 to 74 years)
2023-04,EL,T,TOTAL,11.4,Greece,Total,Total (16 to 74 years)
2023-04,ES,F,TOTAL,13.9,Spain,Females,Total (16 to 74 years)
2023-04,ES,M,TOTAL,10.5,Spain,Males,Total (16 to 74 years)
2023-04,ES,T,TOTAL,12.1,Spain,Total,Total (16 to 74 years)
2023-04,EU27,F,TOTAL,6.3,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2023-04,EU27,M,TOTAL,5.7,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2023-04,EU27,T,TOTAL,6.0,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2023-04,FR,F,TOTAL,7.1,France,Females,Total (16 to 74 years)
2023-04,FR,M,TOTAL,7.4,France,Males,Total (16 to 74 years)
2023-04,FR,T,TOTAL,7.3,France,Total,Total (16 to 74 years)
2023-04,IT,F,TOTAL,8.8,Italy,Females,Total (16 to 74 years)
2023-04,IT,M,TOTAL,7.1,Italy,Males,Total (16 to 74 years)
2023-04,IT,T,TOTAL,7.9,Italy,Total,Total (16 to 74 years)
2023-04,NL,F,TOTAL,3.7,Netherlands,Females,Total (16 to 74 years)
2023-04,NL,M,TOTAL,3.1,Netherlands,Males,Total (16 to 74 years)
2023-04,NL,T,TOTAL,3.4,Netherlands,Total,Total (16 to 74 years)
2023-04,PL,F,TOTAL,2.8,Poland,Females,Total (16 to 74 years)
2023-04,PL,M,TOTAL,2.6,Poland,Males,Total (16 to 74 years)
2023-04,PL,T,TOTAL,2.7,Poland,Total,Total (16 to 74 years)
2023-04,SE,F,TOTAL,7.4,Sweden,Females,Total (16 to 74 years)
2023-04,SE,M,TOTAL,7.0,Sweden,Males,Total (16 to 74 years)
2023-04,SE,T,TOTAL,7.2,Sweden,Total,Total (16 to 74 years)
2023-05,DE,F,TOTAL,2.7,Germany,Females,Total (16 to 74 years)
2023-05,DE,M,TOTAL,3.2,Germany,Males,Total (16 to 74 years)
2023-05,DE,T,TOTAL,3.0,Germany,Total,Total (16 to 74 years)
2023-05,EL,F,TOTAL,14.9,Greece,Females,Total (16 to 74 years)
2023-05,EL,M,TOTAL,8.4,Greece,Males,Total (16 to 74 years)
2023-05,EL,T,TOTAL,11.3,Greece,Total,Total (16 to 74 years)
2023-05,ES,F,TOTAL,13.7,Spain,Females,Total (16 to 74 years)
2023-05,ES,M,TOTAL,10.4,Spain,Males,Total (16 to 74 years)
2023-05,ES,T,TOTAL,12.0,Spain,Total,Total (16 to 74 years)
2023-05,EU27,F,TOTAL,6.3,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2023-05,EU27,M,TOTAL,5.7,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2023-05,EU27,T,TOTAL,6.0,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2023-05,FR,F,TOTAL,7.2,France,Females,Total (16 to 74 years)
2023-05,FR,M,TOTAL,7.4,France,Males,Total (16 to 74 years)
2023-05,FR,T,TOTAL,7.3,France,Total,Total (16 to 74 years)
2023-05,IT,F,TOTAL,9.0,Italy,Females,Total (16 to 74 years)
2023-05,IT,M,TOTAL,6.9,Italy,Males,Total (16 to 74 years)
2023-05,IT,T,TOTAL,7.8,Italy,Total,Total (16 to 74 years)
2023-05,NL,F,TOTAL,3.8,Netherlands,Females,Total (16 to 74 years)
2023-05,NL,M,TOTAL,3.2,Netherlands,Males,Total (16 to 74 years)
2023-05,NL,T,TOTAL,3.5,Netherlands,Total,Total (16 to 74 years)
2023-05,PL,F,TOTAL,2.9,Poland,Females,Total (16 to 74 years)
2023-05,PL,M,TOTAL,2.6,Poland,Males,Total (16 to 74 years)
2023-05,PL,T,TOTAL,2.8,Poland,Total,Total (16 to 74 years)
2023-05,SE,F,TOTAL,7.0,Sweden,Females,Total (16 to 74 years)
2023-05,SE,M,TOTAL,7.4,Sweden,Males,Total (16 to 74 years)
2023-05,SE,T,TOTAL,7.2,Sweden,Total,Total (16 to 74 years)
2023-06,DE,F,TOTAL,2.8,Germany,Females,Total (16 to 74 years)
2023-06,DE,M,TOTAL,3.2,Germany,Males,Total (16 to 74 years)
2023-06,DE,T,TOTAL,3.0,Germany,Total,Total (16 to 74 years)
2023-06,EL,F,TOTAL,15.1,Greece,Females,Total (16 to 74 years)
2023-06,EL,M,TOTAL,8.9,Greece,Males,Total (16 to 74 years)
2023-06,EL,T,TOTAL,11.7,Greece,Total,Total (16 to 74 years)
2023-06,ES,F,TOTAL,13.5,Spain,Females,Total (16 to 74 years)
2023-06,ES,M,TOTAL,10.4,Spain,Males,Total (16 to 74 years)
2023-06,ES,T,TOTAL,11.9,Spain,Total,Total (16 to 74 years)
2023-06,EU27,F,TOTAL,6.3,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2023-06,EU27,M,TOTAL,5.7,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2023-06,EU27,T,TOTAL,6.0,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2023-06,FR,F,TOTAL,7.3,France,Females,Total (16 to 74 years)
2023-06,FR,M,TOTAL,7.4,France,Males,Total (16 to 74 years)
2023-06,FR,T,TOTAL,7.3,France,Total,Total (16 to 74 years)
2023-06,IT,F,TOTAL,8.6,Italy,Females,Total (16 to 74 years)
2023-06,IT,M,TOTAL,6.7,Italy,Males,Total (16 to 74 years)
2023-06,IT,T,TOTAL,7.5,Italy,Total,Total (16 to 74 years)
2023-06,NL,F,TOTAL,3.7,Netherlands,Females,Total (16 to 74 years)
2023-06,NL,M,TOTAL,3.3,Netherlands,Males,Total (16 to 74 years)
2023-06,NL,T,TOTAL,3.5,Netherlands,Total,Total (16 to 74 years)
2023-06,PL,F,TOTAL,2.9,Poland,Females,Total (16 to 74 years)
2023-06,PL,M,TOTAL,2.7,Poland,Males,Total (16 to 74 years)
2023-06,PL,T,TOTAL,2.8,Poland,Total,Total (16 to 74 years)
2023-06,SE,F,TOTAL,8.2,Sweden,Females,Total (16 to 74 years)
2023-06,SE,M,TOTAL,7.9,Sweden,Males,Total (16 to 74 years)
2023-06,SE,T,TOTAL,8.1,Sweden,Total,Total (16 to 74 years)
2023-07,DE,F,TOTAL,2.8,Germany,Females,Total (16 to 74 years)
2023-07,DE,M,TOTAL,3.3,Germany,Males,Total (16 to 74 years)
2023-07,DE,T,TOTAL,3.0,Germany,Total,Total (16 to 74 years)
2023-07,EL,F,TOTAL,15.0,Greece,Females,Total (16 to 74 years)
2023-07,EL,M,TOTAL,9.0,Greece,Males,Total (16 to 74 years)
2023-07,EL,T,TOTAL,11.7,Greece,Total,Total (16 to 74 years)
2023-07,ES,F,TOTAL,13.6,Spain,Females,Total (16 to 74 years)
2023-07,ES,M,TOTAL,10.5,Spain,Males,Total (16 to 74 years)
2023-07,ES,T,TOTAL,12.0,Spain,Total,Total (16 to 74 years)
2023-07,EU27,F,TOTAL,6.4,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2023-07,EU27,M,TOTAL,5.8,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2023-07,EU27,T,TOTAL,6.1,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2023-07,FR,F,TOTAL,7.4,France,Females,Total (16 to 74 years)
2023-07,FR,M,TOTAL,7.5,France,Males,Total (16 to 74 years)
2023-07,FR,T,TOTAL,7.4,France,Total,Total (16 to 74 years)
2023-07,IT,F,TOTAL,9.1,Italy,Females,Total (16 to 74 years)
2023-07,IT,M,TOTAL,6.8,Italy,Males,Total (16 to 74 years)
2023-07,IT,T,TOTAL,7.8,Italy,Total,Total (16 to 74 years)
2023-07,NL,F,TOTAL,3.7,Netherlands,Females,Total (16 to 74 years)
2023-07,NL,M,TOTAL,3.5,Netherlands,Males,Total (16 to 74 years)
2023-07,NL,T,TOTAL,3.6,Netherlands,Total,Total (16 to 74 years)
2023-07,PL,F,TOTAL,2.8,Poland,Females,Total (16 to 74 years)
2023-07,PL,M,TOTAL,2.7,Poland,Males,Total (16 to 74 years)
2023-07,PL,T,TOTAL,2.7,Poland,Total,Total (16 to 74 years)
2023-07,SE,F,TOTAL,7.5,Sweden,Females,Total (16 to 74 years)
2023-07,SE,M,TOTAL,6.7,Sweden,Males,Total (16 to 74 years)
2023-07,SE,T,TOTAL,7.1,Sweden,Total,Total (16 to 74 years)
2023-08,DE,F,TOTAL,2.8,Germany,Females,Total (16 to 74 years)
2023-08,DE,M,TOTAL,3.3,Germany,Males,Total (16 to 74 years)
2023-08,DE,T,TOTAL,3.1,Germany,Total,Total (16 to 74 years)
2023-08,EL,F,TOTAL,15.2,Greece,Females,Total (16 to 74 years)
2023-08,EL,M,TOTAL,8.5,Greece,Males,Total (16 to 74 years)
2023-08,EL,T,TOTAL,11.5,Greece,Total,Total (16 to 74 years)
2023-08,ES,F,TOTAL,13.6,Spain,Females,Total (16 to 74 years)
2023-08,ES,M,TOTAL,10.5,Spain,Males,Total (16 to 74 years)
2023-08,ES,T,TOTAL,12.0,Spain,Total,Total (16 to 74 years)
2023-08,EU27,F,TOTAL,6.4,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2023-08,EU27,M,TOTAL,5.8,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2023-08,EU27,T,TOTAL,6.0,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2023-08,FR,F,TOTAL,7.4,France,Females,Total (16 to 74 years)
2023-08,FR,M,TOTAL,7.5,France,Males,Total (16 to 74 years)
2023-08,FR,T,TOTAL,7.4,France,Total,Total (16 to 74 years)
2023-08,IT,F,TOTAL,8.7,Italy,Females,Total (16 to 74 years)
2023-08,IT,M,TOTAL,6.8,Italy,Males,Total (16 to 74 years)
2023-08,IT,T,TOTAL,7.6,Italy,Total,Total (16 to 74 years)
2023-08,NL,F,TOTAL,3.7,Netherlands,Females,Total (16 to 74 years)
2023-08,NL,M,TOTAL,3.5,Netherlands,Males,Total (16 to 74 years)
2023-08,NL,T,TOTAL,3.6,Netherlands,Total,Total (16 to 74 years)
2023-08,PL,F,TOTAL,2.7,Poland,Females,Total (16 to 74 years)
2023-08,PL,M,TOTAL,2.8,Poland,Males,Total (16 to 74 years)
2023-08,PL,T,TOTAL,2.8,Poland,Total,Total (16 to 74 years)
2023-08,SE,F,TOTAL,8.5,Sweden,Females,Total (16 to 74 years)
2023-08,SE,M,TOTAL,7.8,Sweden,Males,Total (16 to 74 years)
2023-08,SE,T,TOTAL,8.1,Sweden,Total,Total (16 to 74 years)
2023-09,DE,F,TOTAL,2.8,Germany,Females,Total (16 to 74 years)
2023-09,DE,M,TOTAL,3.4,Germany,Males,Total (16 to 74 years)
2023-09,DE,T,TOTAL,3.1,Germany,Total,Total (16 to 74 years)
2023-09,EL,F,TOTAL,13.9,Greece,Females,Total (16 to 74 years)
2023-09,EL,M,TOTAL,8.5,Greece,Males,Total (16 to 74 years)
2023-09,EL,T,TOTAL,10.9,Greece,Total,Total (16 to 74 years)
2023-09,ES,F,TOTAL,13.7,Spain,Females,Total (16 to 74 years)
2023-09,ES,M,TOTAL,10.5,Spain,Males,Total (16 to 74 years)
2023-09,ES,T,TOTAL,12.0,Spain,Total,Total (16 to 74 years)
2023-09,EU27,F,TOTAL,6.4,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2023-09,EU27,M,TOTAL,5.8,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2023-09,EU27,T,TOTAL,6.1,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2023-09,FR,F,TOTAL,7.3,France,Females,Total (16 to 74 years)
2023-09,FR,M,TOTAL,7.5,France,Males,Total (16 to 74 years)
2023-09,FR,T,TOTAL,7.4,France,Total,Total (16 to 74 years)
2023-09,IT,F,TOTAL,8.9,Italy,Females,Total (16 to 74 years)
2023-09,IT,M,TOTAL,6.8,Italy,Males,Total (16 to 74 years)
2023-09,IT,T,TOTAL,7.7,Italy,Total,Total (16 to 74 years)
2023-09,NL,F,TOTAL,3.8,Netherlands,Females,Total (16 to 74 years)
2023-09,NL,M,TOTAL,3.6,Netherlands,Males,Total (16 to 74 years)
2023-09,NL,T,TOTAL,3.7,Netherlands,Total,Total (16 to 74 years)
2023-09,PL,F,TOTAL,2.9,Poland,Females,Total (16 to 74 years)
2023-09,PL,M,TOTAL,2.9,Poland,Males,Total (16 to 74 years)
2023-09,PL,T,TOTAL,2.9,Poland,Total,Total (16 to 74 years)
2023-09,SE,F,TOTAL,8.7,Sweden,Females,Total (16 to 74 years)
2023-09,SE,M,TOTAL,7.6,Sweden,Males,Total (16 to 74 years)
2023-09,SE,T,TOTAL,8.1,Sweden,Total,Total (16 to 74 years)
2023-10,DE,F,TOTAL,2.9,Germany,Females,Total (16 to 74 years)
2023-10,DE,M,TOTAL,3.4,Germany,Males,Total (16 to 74 years)
2023-10,DE,T,TOTAL,3.1,Germany,Total,Total (16 to 74 years)
2023-10,EL,F,TOTAL,13.8,Greece,Females,Total (16 to 74 years)
2023-10,EL,M,TOTAL,8.4,Greece,Males,Total (16 to 74 years)
2023-10,EL,T,TOTAL,10.8,Greece,Total,Total (16 to 74 years)
2023-10,ES,F,TOTAL,13.7,Spain,Females,Total (16 to 74 years)
2023-10,ES,M,TOTAL,10.6,Spain,Males,Total (16 to 74 years)
2023-10,ES,T,TOTAL,12.0,Spain,Total,Total (16 to 74 years)
2023-10,EU27,F,TOTAL,6.5,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2023-10,EU27,M,TOTAL,5.8,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2023-10,EU27,T,TOTAL,6.1,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2023-10,FR,F,TOTAL,7.4,France,Females,Total (16 to 74 years)
2023-10,FR,M,TOTAL,7.6,France,Males,Total (16 to 74 years)
2023-10,FR,T,TOTAL,7.5,France,Total,Total (16 to 74 years)
2023-10,IT,F,TOTAL,8.9,Italy,Females,Total (16 to 74 years)
2023-10,IT,M,TOTAL,6.8,Italy,Males,Total (16 to 74 years)
2023-10,IT,T,TOTAL,7.7,Italy,Total,Total (16 to 74 years)
2023-10,NL,F,TOTAL,3.6,Netherlands,Females,Total (16 to 74 years)
2023-10,NL,M,TOTAL,3.5,Netherlands,Males,Total (16 to 74 years)
2023-10,NL,T,TOTAL,3.6,Netherlands,Total,Total (16 to 74 years)
2023-10,PL,F,TOTAL,3.1,Poland,Females,Total (16 to 74 years)
2023-10,PL,M,TOTAL,3.0,Poland,Males,Total (16 to 74 years)
2023-10,PL,T,TOTAL,3.0,Poland,Total,Total (16 to 74 years)
2023-10,SE,F,TOTAL,7.8,Sweden,Females,Total (16 to 74 years)
2023-10,SE,M,TOTAL,7.9,Sweden,Males,Total (16 to 74 years)
2023-10,SE,T,TOTAL,7.9,Sweden,Total,Total (16 to 74 years)
2023-11,DE,F,TOTAL,2.9,Germany,Females,Total (16 to 74 years)
2023-11,DE,M,TOTAL,3.4,Germany,Males,Total (16 to 74 years)
2023-11,DE,T,TOTAL,3.2,Germany,Total,Total (16 to 74 years)
2023-11,EL,F,TOTAL,11.9,Greece,Females,Total (16 to 74 years)
2023-11,EL,M,TOTAL,8.6,Greece,Males,Total (16 to 74 years)
2023-11,EL,T,TOTAL,10.1,Greece,Total,Total (16 to 74 years)
2023-11,ES,F,TOTAL,13.6,Spain,Females,Total (16 to 74 years)
2023-11,ES,M,TOTAL,10.5,Spain,Males,Total (16 to 74 years)
2023-11,ES,T,TOTAL,12.0,Spain,Total,Total (16 to 74 years)
2023-11,EU27,F,TOTAL,6.4,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2023-11,EU27,M,TOTAL,5.9,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2023-11,EU27,T,TOTAL,6.1,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2023-11,FR,F,TOTAL,7.5,France,Females,Total (16 to 74 years)
2023-11,FR,M,TOTAL,7.7,France,Males,Total (16 to 74 years)
2023-11,FR,T,TOTAL,7.6,France,Total,Total (16 to 74 years)
2023-11,IT,F,TOTAL,8.6,Italy,Females,Total (16 to 74 years)
2023-11,IT,M,TOTAL,6.7,Italy,Males,Total (16 to 74 years)
2023-11,IT,T,TOTAL,7.5,Italy,Total,Total (16 to 74 years)
2023-11,NL,F,TOTAL,3.6,Netherlands,Females,Total (16 to 74 years)
2023-11,NL,M,TOTAL,3.5,Netherlands,Males,Total (16 to 74 years)
2023-11,NL,T,TOTAL,3.5,Netherlands,Total,Total (16 to 74 years)
2023-11,PL,F,TOTAL,3.2,Poland,Females,Total (16 to 74 years)
2023-11,PL,M,TOTAL,3.0,Poland,Males,Total (16 to 74 years)
2023-11,PL,T,TOTAL,3.1,Poland,Total,Total (16 to 74 years)
2023-11,SE,F,TOTAL,7.9,Sweden,Females,Total (16 to 74 years)
2023-11,SE,M,TOTAL,8.0,Sweden,Males,Total (16 to 74 years)
2023-11,SE,T,TOTAL,8.0,Sweden,Total,Total (16 to 74 years)
2023-12,DE,F,TOTAL,2.9,Germany,Females,Total (16 to 74 years)
2023-12,DE,M,TOTAL,3.4,Germany,Males,Total (16 to 74 years)
2023-12,DE,T,TOTAL,3.2,Germany,Total,Total (16 to 74 years)
2023-12,EL,F,TOTAL,13.3,Greece,Females,Total (16 to 74 years)
2023-12,EL,M,TOTAL,8.1,Greece,Males,Total (16 to 74 years)
2023-12,EL,T,TOTAL,10.4,Greece,Total,Total (16 to 74 years)
2023-12,ES,F,TOTAL,13.4,Spain,Females,Total (16 to 74 years)
2023-12,ES,M,TOTAL,10.5,Spain,Males,Total (16 to 74 years)
2023-12,ES,T,TOTAL,11.9,Spain,Total,Total (16 to 74 years)
2023-12,EU27,F,TOTAL,6.4,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2023-12,EU27,M,TOTAL,5.8,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2023-12,EU27,T,TOTAL,6.1,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2023-12,FR,F,TOTAL,7.5,France,Females,Total (16 to 74 years)
2023-12,FR,M,TOTAL,7.8,France,Males,Total (16 to 74 years)
2023-12,FR,T,TOTAL,7.6,France,Total,Total (16 to 74 years)
2023-12,IT,F,TOTAL,8.1,Italy,Females,Total (16 to 74 years)
2023-12,IT,M,TOTAL,6.3,Italy,Males,Total (16 to 74 years)
2023-12,IT,T,TOTAL,7.1,Italy,Total,Total (16 to 74 years)
2023-12,NL,F,TOTAL,3.6,Netherlands,Females,Total (16 to 74 years)
2023-12,NL,M,TOTAL,3.5,Netherlands,Males,Total (16 to 74 years)
2023-12,NL,T,TOTAL,3.6,Netherlands,Total,Total (16 to 74 years)
2023-12,PL,F,TOTAL,3.3,Poland,Females,Total (16 to 74 years)
2023-12,PL,M,TOTAL,2.9,Poland,Males,Total (16 to 74 years)
2023-12,PL,T,TOTAL,3.1,Poland,Total,Total (16 to 74 years)
2023-12,SE,F,TOTAL,8.7,Sweden,Females,Total (16 to 74 years)
2023-12,SE,M,TOTAL,7.7,Sweden,Males,Total (16 to 74 years)
2023-12,SE,T,TOTAL,8.2,Sweden,Total,Total (16 to 74 years)
2024-01,DE,F,TOTAL,3.0,Germany,Females,Total (16 to 74 years)
2024-01,DE,M,TOTAL,3.4,Germany,Males,Total (16 to 74 years)
2024-01,DE,T,TOTAL,3.2,Germany,Total,Total (16 to 74 years)
2024-01,EL,F,TOTAL,14.1,Greece,Females,Total (16 to 74 years)
2024-01,EL,M,TOTAL,9.7,Greece,Males,Total (16 to 74 years)
2024-01,EL,T,TOTAL,11.7,Greece,Total,Total (16 to 74 years)
2024-01,ES,F,TOTAL,13.3,Spain,Females,Total (16 to 74 years)
2024-01,ES,M,TOTAL,10.6,Spain,Males,Total (16 to 74 years)
2024-01,ES,T,TOTAL,11.9,Spain,Total,Total (16 to 74 years)
2024-01,EU27,F,TOTAL,6.4,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2024-01,EU27,M,TOTAL,5.9,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2024-01,EU27,T,TOTAL,6.1,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2024-01,FR,F,TOTAL,7.4,France,Females,Total (16 to 74 years)
2024-01,FR,M,TOTAL,7.8,France,Males,Total (16 to 74 years)
2024-01,FR,T,TOTAL,7.6,France,Total,Total (16 to 74 years)
2024-01,IT,F,TOTAL,8.0,Italy,Females,Total (16 to 74 years)
2024-01,IT,M,TOTAL,6.4,Italy,Males,Total (16 to 74 years)
2024-01,IT,T,TOTAL,7.1,Italy,Total,Total (16 to 74 years)
2024-01,NL,F,TOTAL,3.8,Netherlands,Females,Total (16 to 74 years)
2024-01,NL,M,TOTAL,3.5,Netherlands,Males,Total (16 to 74 years)
2024-01,NL,T,TOTAL,3.6,Netherlands,Total,Total (16 to 74 years)
2024-01,PL,F,TOTAL,3.2,Poland,Females,Total (16 to 74 years)
2024-01,PL,M,TOTAL,2.8,Poland,Males,Total (16 to 74 years)
2024-01,PL,T,TOTAL,3.0,Poland,Total,Total (16 to 74 years)
2024-01,SE,F,TOTAL,7.9,Sweden,Females,Total (16 to 74 years)
2024-01,SE,M,TOTAL,8.0,Sweden,Males,Total (16 to 74 years)
2024-01,SE,T,TOTAL,8.0,Sweden,Total,Total (16 to 74 years)
2024-02,DE,F,TOTAL,3.0,Germany,Females,Total (16 to 74 years)
2024-02,DE,M,TOTAL,3.5,Germany,Males,Total (16 to 74 years)
2024-02,DE,T,TOTAL,3.2,Germany,Total,Total (16 to 74 years)
2024-02,EL,F,TOTAL,14.1,Greece,Females,Total (16 to 74 years)
2024-02,EL,M,TOTAL,9.3,Greece,Males,Total (16 to 74 years)
2024-02,EL,T,TOTAL,11.4,Greece,Total,Total (16 to 74 years)
2024-02,ES,F,TOTAL,13.1,Spain,Females,Total (16 to 74 years)
2024-02,ES,M,TOTAL,10.5,Spain,Males,Total (16 to 74 years)
2024-02,ES,T,TOTAL,11.8,Spain,Total,Total (16 to 74 years)
2024-02,EU27,F,TOTAL,6.3,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2024-02,EU27,M,TOTAL,5.8,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2024-02,EU27,T,TOTAL,6.1,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2024-02,FR,F,TOTAL,7.4,France,Females,Total (16 to 74 years)
2024-02,FR,M,TOTAL,7.6,France,Males,Total (16 to 74 years)
2024-02,FR,T,TOTAL,7.5,France,Total,Total (16 to 74 years)
2024-02,IT,F,TOTAL,8.3,Italy,Females,Total (16 to 74 years)
2024-02,IT,M,TOTAL,6.5,Italy,Males,Total (16 to 74 years)
2024-02,IT,T,TOTAL,7.3,Italy,Total,Total (16 to 74 years)
2024-02,NL,F,TOTAL,3.9,Netherlands,Females,Total (16 to 74 years)
2024-02,NL,M,TOTAL,3.6,Netherlands,Males,Total (16 to 74 years)
2024-02,NL,T,TOTAL,3.7,Netherlands,Total,Total (16 to 74 years)
2024-02,PL,F,TOTAL,3.2,Poland,Females,Total (16 to 74 years)
2024-02,PL,M,TOTAL,2.7,Poland,Males,Total (16 to 74 years)
2024-02,PL,T,TOTAL,2.9,Poland,Total,Total (16 to 74 years)
2024-02,SE,F,TOTAL,7.7,Sweden,Females,Total (16 to 74 years)
2024-02,SE,M,TOTAL,8.4,Sweden,Males,Total (16 to 74 years)
2024-02,SE,T,TOTAL,8.1,Sweden,Total,Total (16 to 74 years)
2024-03,DE,F,TOTAL,3.1,Germany,Females,Total (16 to 74 years)
2024-03,DE,M,TOTAL,3.5,Germany,Males,Total (16 to 74 years)
2024-03,DE,T,TOTAL,3.3,Germany,Total,Total (16 to 74 years)
2024-03,EL,F,TOTAL,14.1,Greece,Females,Total (16 to 74 years)
2024-03,EL,M,TOTAL,7.8,Greece,Males,Total (16 to 74 years)
2024-03,EL,T,TOTAL,10.6,Greece,Total,Total (16 to 74 years)
2024-03,ES,F,TOTAL,13.0,Spain,Females,Total (16 to 74 years)
2024-03,ES,M,TOTAL,10.4,Spain,Males,Total (16 to 74 years)
2024-03,ES,T,TOTAL,11.6,Spain,Total,Total (16 to 74 years)
2024-03,EU27,F,TOTAL,6.3,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2024-03,EU27,M,TOTAL,5.7,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2024-03,EU27,T,TOTAL,6.0,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2024-03,FR,F,TOTAL,7.3,France,Females,Total (16 to 74 years)
2024-03,FR,M,TOTAL,7.5,France,Males,Total (16 to 74 years)
2024-03,FR,T,TOTAL,7.4,France,Total,Total (16 to 74 years)
2024-03,IT,F,TOTAL,8.1,Italy,Females,Total (16 to 74 years)
2024-03,IT,M,TOTAL,6.0,Italy,Males,Total (16 to 74 years)
2024-03,IT,T,TOTAL,6.9,Italy,Total,Total (16 to 74 years)
2024-03,NL,F,TOTAL,3.8,Netherlands,Females,Total (16 to 74 years)
2024-03,NL,M,TOTAL,3.5,Netherlands,Males,Total (16 to 74 years)
2024-03,NL,T,TOTAL,3.6,Netherlands,Total,Total (16 to 74 years)
2024-03,PL,F,TOTAL,3.0,Poland,Females,Total (16 to 74 years)
2024-03,PL,M,TOTAL,2.7,Poland,Males,Total (16 to 74 years)
